ticker,period,total_revenue,price,var_revenue,var_price
ADS,2012-12-31,364139e4,144.759995,NA,NA
ADS,2013-12-31,4319063e3,262.929993,0.18610283435720976,0.8163166764408911
ADS,2014-12-31,530294e4,286.049988,0.22779871467491897,0.08793213256579646
ADS,2015-12-31,6439746e3,276.570007,0.2143727818908001,-0.033140994223708975
ADSK,2013-01-31,23122e5,38.880001,NA,NA
ADSK,2014-01-31,22739e5,51.25,-0.016564311045757285,0.31815840231074066
ADSK,2015-01-31,25122e5,NA,0.10479792427107615,NA
ADSK,2016-01-31,25041e5,NA,-0.003224265583950281,NA
AEE,2012-12-31,5781e6,30.719999,NA,NA
AEE,2013-12-31,5838e6,36.16,0.009859885832900872,0.17708337164984922
AEE,2014-12-31,6053e6,46.130001,0.0368276807125727,0.2757190542035399
AEE,2015-12-31,6098e6,43.23,0.007434330084255647,-0.06286583431897175
AEP,2012-12-31,14945e6,42.68,NA,NA
AEP,2013-12-31,148135e5,46.740002,-0.00879892940782867,0.09512656982193057
AEP,2014-12-31,163786e5,60.720001,0.10565362675937484,0.29910137787328317
AEP,2015-12-31,164532e5,58.27,0.004554723846970976,-0.04034915941453954
AFL,2012-12-31,25364e6,53.119999,NA,NA
AFL,2013-12-31,23939e6,66.800003,-0.056181990222362366,0.2575302006312161
AFL,2014-12-31,22728e6,61.09,-0.0505869083921634,-0.08547908298746631
AFL,2015-12-31,20872e6,59.900002,-0.0816613868356213,-0.01947942380094947
AIG,2012-12-31,71214e6,35.299999,NA,NA
AIG,2013-12-31,68874e6,51.049999,-0.03285870755750275,0.4461756500333045
AIG,2014-12-31,64406e6,56.009998,-0.06487208525713617,0.09715962971909176
AIG,2015-12-31,58327e6,61.970001,-0.09438561624693353,0.10640962708122226
AIV,2012-12-31,958511e3,27.059999,NA,NA
AIV,2013-12-31,974053e3,25.91,0.01621473305992316,-0.04249811686984917
AIV,2014-12-31,984363e3,37.150002,0.010584639644865224,0.433809417213431
AIV,2015-12-31,98131e4,40.029999,-0.00310149812619942,0.07752346823561407
AIZ,2013-12-31,9047657e3,66.370003,NA,NA
AIZ,2014-12-31,10381653e3,68.43,0.14744104468151265,0.03103807302826267
AIZ,2015-12-31,10325494e3,80.540001,-0.0054094468385718075,0.17696918018412977
AIZ,2016-12-31,753178e4,NA,-0.27056468194160976,NA
AJG,2013-12-31,31796e5,46.93,NA,NA
AJG,2014-12-31,46265e5,47.080002,0.4550572399043904,0.003196292350309049
AJG,2015-12-31,53924e5,40.939999,0.16554630930509018,-0.130416370840426
AJG,2016-12-31,55948e5,NA,0.03753430754395071,NA
AKAM,2012-12-31,1373947e3,40.91,NA,NA
AKAM,2013-12-31,1577922e3,47.18,0.14845914725968323,0.15326326081642638
AKAM,2014-12-31,1963874e3,62.959999,0.24459510672897644,0.33446373463331924
AKAM,2015-12-31,2197448e3,52.630001,0.11893532884492597,-0.16407239777751592
ALB,2012-12-31,2519154e3,62.119999,NA,NA
ALB,2013-12-31,239427e4,63.389999,-0.04957378548512714,0.020444301681331378
ALB,2014-12-31,2445548e3,60.130001,0.0214169663404713,-0.05142763924006377
ALB,2015-12-31,3651335e3,56.009998,0.4930539085718211,-0.06851825929622046
ALK,2012-12-31,4657e6,21.545,NA,NA
ALK,2013-12-31,5156e6,36.6850015,0.10715052608975739,0.7027153167788347
ALK,2014-12-31,5368e6,59.759998,0.041117145073700456,0.6290035588522467
ALK,2015-12-31,5598e6,80.510002,0.042846497764530644,0.3472223007771853
ALL,2012-12-31,33315e6,40.169998,NA,NA
ALL,2013-12-31,34507e6,54.540001,0.03577967882335287,0.357729741485175
ALL,2014-12-31,35239e6,70.25,0.02121308719969872,0.28804544759726003
ALL,2015-12-31,35653e6,62.09,0.011748347001901305,-0.11615658362989323
ALLE,2013-12-31,20696e5,44.189999,NA,NA
ALLE,2014-12-31,21183e5,55.459999,0.023531117124081957,0.25503508158033683
ALLE,2015-12-31,20681e5,65.919998,-0.023698248595571902,0.18860438493697051
ALLE,2016-12-31,2238e6,NA,0.08215270054639534,NA
ALXN,2013-12-31,1551346e3,132.880005,NA,NA
ALXN,2014-12-31,2234e6,185.029999,0.4400398105902874,0.3924593019092677
ALXN,2015-12-31,2604e6,190.75,0.16562220232766345,0.030913911424709006
ALXN,2016-12-31,3084e6,NA,0.18433179723502313,NA
AMAT,2013-10-27,7509e6,NA,NA,NA
AMAT,2014-10-26,9072e6,NA,0.2081502197363163,NA
AMAT,2015-10-25,9659e6,NA,0.06470458553791891,NA
AMAT,2016-10-30,10825e6,NA,0.12071643027228496,NA
AME,2012-12-31,3334213e3,37.57,NA,NA
AME,2013-12-31,3594136e3,52.669998,0.07795632732521884,0.4019163694437051
AME,2014-12-31,4021964e3,52.630001,0.11903500590962612,-7.593886751239287e-4
AME,2015-12-31,3974295e3,53.59,-0.01185216973597969,0.01824052786926611
AMG,2012-12-31,17486e5,130.149994,NA,NA
AMG,2013-12-31,20698e5,216.880005,0.18368980899004916,0.6663850556919735
AMG,2014-12-31,24042e5,212.240005,0.1615615035269109,-0.021394318946091895
AMG,2015-12-31,24359e5,159.759995,0.01318525912985602,-0.247267285920013
AMGN,2013-12-31,18676e6,114.080002,NA,NA
AMGN,2014-12-31,20063e6,159.289993,0.07426643820946666,0.3963007556749518
AMGN,2015-12-31,21662e6,162.330002,0.07969894831281454,0.019084745643751733
AMGN,2016-12-31,22991e6,NA,0.06135167574554523,NA
AMP,2012-12-31,10259e6,62.630001,NA,NA
AMP,2013-12-31,1123e7,115.050003,0.09464860122818997,0.8369791020760162
AMP,2014-12-31,12296e6,132.25,0.09492430988423872,0.14950018732289827
AMP,2015-12-31,122e8,106.419998,-0.007807417046193921,-0.19531192438563327
AMT,2012-12-31,287596e4,77.269997,NA,NA
AMT,2013-12-31,3361407e3,79.82,0.16879476766018997,0.03300120485315916
AMT,2014-12-31,4100048e3,98.849998,0.219741614151455,0.23841140065146593
AMT,2015-12-31,4771516e3,96.949997,0.16377076561054893,-0.01922105248803352
AMZN,2013-12-31,74452e6,398.790009,NA,NA
AMZN,2014-12-31,88988e6,310.350006,0.1952398861011122,-0.22177085935971874
AMZN,2015-12-31,107006e6,675.890015,0.20247673843664304,1.177831486814922
AMZN,2016-12-31,135987e6,NA,0.2708352802646581,NA
AN,2013-12-31,175176e5,49.689999,NA,NA
AN,2014-12-31,191088e5,60.41,0.09083436087135222,0.2157375974187481
AN,2015-12-31,20862e6,59.66,0.09174830444611914,-0.012415163052474809
AN,2016-12-31,21609e6,NA,0.03580672993960321,NA
ANTM,2012-12-31,614972e5,60.919998,NA,NA
ANTM,2013-12-31,710235e5,92.389999,0.15490623963367445,0.5165791535318174
ANTM,2014-12-31,738741e5,125.669998,0.04013601132019673,0.36021213724658674
ANTM,2015-12-31,791565e5,139.440002,0.07150543966017864,0.10957272395277662
AON,2012-12-31,11514e6,55.610001,NA,NA
AON,2013-12-31,11815e6,83.889999,0.026142087892999877,0.5085415840938396
AON,2014-12-31,12045e6,94.830002,0.019466779517562482,0.13040890607234346
AON,2015-12-31,11682e6,92.209999,-0.03013698630136985,-0.02762841869390653
APA,2012-12-31,16428e6,78.5,NA,NA
APA,2013-12-31,14771e6,85.940002,-0.1008643778914049,0.09477709554140135
APA,2014-12-31,12691e6,62.669998,-0.1408164646943335,-0.27077034510657805
APA,2015-12-31,6383e6,44.470001,-0.4970451501063746,-0.29041004596808817
APC,2013-12-31,14581e6,79.32,NA,NA
APC,2014-12-31,1847e7,82.5,0.26671696042795423,0.04009077155824525
APC,2015-12-31,8698e6,48.580002,-0.5290741743367623,-0.41115149090909087
APC,2016-12-31,7869e6,NA,-0.0953092664980455,NA
APD,2013-09-30,101804e5,98.5846373729,NA,NA
APD,2014-09-30,10439e6,120.425526365,0.025401752386939647,0.22154454866518436
APD,2015-09-30,98949e5,118.020352451,-0.05212185075198772,-0.01997229313916482
APD,2016-09-30,95244e5,139.07493247,-0.037443531516235584,0.17839787444916744
APH,2012-12-31,42921e5,32.3499985,NA,NA
APH,2013-12-31,46147e5,44.59,0.0751613429323641,0.37836173315433097
APH,2014-12-31,53455e5,53.810001,0.15836349058443666,0.20677284144427
APH,2015-12-31,55687e5,52.23,0.04175474698344406,-0.02936259005087183
ARNC,2012-12-31,237e8,6.50675187406,NA,NA
ARNC,2013-12-31,23032e6,7.96852248875,-0.028185654008438865,0.22465442712170036
ARNC,2014-12-31,23906e6,11.8365914543,0.037947203890239756,0.48541859184195824
ARNC,2015-12-31,22534e6,7.3988065967,-0.05739144984522715,-0.37492084395527914
ATVI,2012-12-31,4856e6,10.62,NA,NA
ATVI,2013-12-31,4583e6,17.83,-0.056219110378912696,0.6789077212806025
ATVI,2014-12-31,4408e6,20.15,-0.03818459524329043,0.1301177790241166
ATVI,2015-12-31,4664e6,38.709999,0.05807622504537213,0.9210917617866008
AVB,2012-12-31,1000627e3,135.589996,NA,NA
AVB,2013-12-31,1462921e3,118.230003,0.46200432328929764,-0.1280329929355556
AVB,2014-12-31,1685061e3,163.389999,0.15184688715248473,0.3819673082474675
AVB,2015-12-31,1856028e3,184.130005,0.10146042190757476,0.12693559047025893
AVGO,2015-11-01,6824e6,NA,NA,NA
AVGO,2016-10-30,1324e7,NA,0.94021101992966,NA
AVY,2012-12-31,58635e5,34.919998,NA,NA
AVY,2013-12-28,614e7,NA,0.047156135414001765,NA
AVY,2015-01-03,63303e5,NA,0.03099348534201951,NA
AVY,2016-01-02,59669e5,NA,-0.057406442032763016,NA
AWK,2012-12-31,2853926e3,37.130001,NA,NA
AWK,2013-12-31,2879e6,42.259998,0.00878579192312623,0.1381631258237781
AWK,2014-12-31,3011e6,53.299999,0.045849253212921104,0.2612399792352096
AWK,2015-12-31,3159e6,59.75,0.049153105280637766,0.12101315424039694
AXP,2012-12-31,33781e6,57.48,NA,NA
AXP,2013-12-31,34828e6,90.730003,0.03099375388532022,0.5784621259568545
AXP,2014-12-31,35895e6,93.040001,0.030636269668083083,0.025460133623053105
AXP,2015-12-31,34441e6,69.550003,-0.040507034405906084,-0.25247203082037795
AYI,2013-08-31,20891e5,NA,NA,NA
AYI,2014-08-31,23935e5,NA,0.14570867837824908,NA
AYI,2015-08-31,27067e5,194.869995,0.1308543973260914,NA
AYI,2016-08-31,32913e5,275.119995,0.21598256179111086,0.4118130141071745
AZO,2013-08-31,914753e4,NA,NA,NA
AZO,2014-08-30,9475313e3,NA,0.035832951627379206,NA
AZO,2015-08-29,1018734e4,NA,0.0751454859591445,NA
AZO,2016-08-27,10635676e3,NA,0.04400913290417319,NA
BA,2013-12-31,86623e6,136.490005,NA,NA
BA,2014-12-31,90762e6,129.979996,0.04778176696720271,-0.04769586608191567
BA,2015-12-31,96114e6,144.589996,0.05896740926819599,0.11240191144489664
BA,2016-12-31,94571e6,NA,-0.016053852716565786,NA
BAC,2012-12-31,100078e6,11.61,NA,NA
BAC,2013-12-31,101697e6,15.57,0.016177381642318966,0.3410852713178296
BAC,2014-12-31,95181e6,17.889999,-0.06407268650992659,0.14900443159922916
BAC,2015-12-31,93056e6,16.83,-0.02232588436767846,-0.0592509256149204
BAX,2012-12-31,13936e6,36.2085828354,NA,NA
BAX,2013-12-31,9413e6,37.7783807713,-0.3245551090700345,0.043354304780060415
BAX,2014-12-31,10719e6,39.8098859316,0.13874428981196218,0.05377427827302017
BAX,2015-12-31,9968e6,38.150002,-0.07006250583076779,-0.04169526972400661
BBBY,2013-03-02,10914585e3,NA,NA,NA
BBBY,2014-03-01,11503963e3,NA,0.053999121359172175,NA
BBBY,2015-02-28,11881176e3,NA,0.03278983077396891,NA
BBBY,2016-02-27,12103887e3,NA,0.018744861619758746,NA
BBT,2012-12-31,10737e6,29.110001,NA,NA
BBT,2013-12-31,10543e6,37.32,-0.018068361739778327,0.2820336213660728
BBT,2014-12-31,9998e6,38.889999,-0.051693066489613915,0.04206856913183277
BBT,2015-12-31,10346e6,37.810001,0.034806961392278346,-0.027770584411689114
BBY,2012-03-03,45457e6,NA,NA,NA
BBY,2014-02-01,40611e6,NA,-0.10660624326286383,NA
BBY,2015-01-31,40339e6,NA,-0.006697692743345418,NA
BBY,2016-01-30,39528e6,NA,-0.02010461340142289,NA
BCR,2013-12-31,30495e5,133.940002,NA,NA
BCR,2014-12-31,33236e5,166.619995,0.08988358747335634,0.243989790294314
BCR,2015-12-31,3416e6,189.440002,0.02780117944397631,0.13695839445920055
BCR,2016-12-31,3714e6,NA,0.08723653395784536,NA
BDX,2013-09-30,8054e6,100.019997,NA,NA
BDX,2014-09-30,8446e6,113.809998,0.0486714675937423,0.13787243964824336
BDX,2015-09-30,10282e6,132.660004,0.21738100876154398,0.16562697769311963
BDX,2016-09-30,12483e6,179.729996,0.21406341178758992,0.3548167539630107
BHI,2013-12-31,22364e6,55.259998,NA,NA
BHI,2014-12-31,24551e6,56.07,0.097791092827759,0.014658017179081329
BHI,2015-12-31,15742e6,46.150002,-0.3588041220316891,-0.17692166934189402
BHI,2016-12-31,9841e6,NA,-0.3748570702579088,NA
BIIB,2013-12-31,69322e5,279.570007,NA,NA
BIIB,2014-12-31,97033e5,339.450012,0.3997432272583019,0.21418608398861627
BIIB,2015-12-31,107638e5,306.350006,0.10929271484958725,-0.09751069326814465
BIIB,2016-12-31,114488e5,NA,0.06363923521432957,NA
BK,2012-12-31,14528e6,25.700001,NA,NA
BK,2013-12-31,14942e6,34.939999,0.028496696035242186,0.35953298211933915
BK,2014-12-31,15649e6,40.57,0.04731628965332613,0.16113340472619941
BK,2015-12-31,14951e6,41.220001,-0.04460348904083333,0.016021715553364624
BLL,2012-12-31,87357e5,44.75,NA,NA
BLL,2013-12-31,84681e5,51.66,-0.030632920086541393,0.15441340782122892
BLL,2014-12-31,857e7,68.169998,0.012033395921162926,0.31958958575300067
BLL,2015-12-31,7997e6,72.730003,-0.0668611435239207,0.06689166985159645
BMY,2012-12-31,17621e6,32.59,NA,NA
BMY,2013-12-31,16385e6,53.150002,-0.07014357868452414,0.6308684258975144
BMY,2014-12-31,15879e6,59.029999,-0.030881904180653064,0.11063023102049918
BMY,2015-12-31,1656e7,68.790001,0.04288683166446239,0.16533969448313912
BSX,2012-12-31,7249e6,5.73,NA,NA
BSX,2013-12-31,7143e6,12.02,-0.014622706580217915,1.0977312390924956
BSX,2014-12-31,738e7,13.25,0.033179336413271754,0.10232945091514156
BSX,2015-12-31,7477e6,18.440001,0.013143631436314474,0.3916981886792452
BWA,2013-12-31,74366e5,55.91,NA,NA
BWA,2014-12-31,83051e5,54.950001,0.11678724148132202,-0.017170434627079123
BWA,2015-12-31,80232e5,43.23,-0.03394299888020613,-0.21328481868453475
BWA,2016-12-31,9071e6,NA,0.13059627081463754,NA
BXP,2012-12-31,1847186e3,105.809998,NA,NA
BXP,2013-12-31,2135539e3,100.370003,0.1561039332259988,-0.05141286365018172
BXP,2014-12-31,2396998e3,128.690002,0.12243232270635196,0.2821560043193383
BXP,2015-12-31,2490821e3,127.540001,0.03914187663068547,-0.008936210910929887
C,2012-12-31,59581e6,39.560001,NA,NA
C,2013-12-31,67997e6,52.110001,0.14125308403685732,0.31723962797675354
C,2014-12-31,69606e6,54.110001,0.023662808653323042,0.038380348524652774
C,2015-12-31,68024e6,51.75,-0.022727925753527,-0.043614876296158234
CAG,2013-05-26,134693e5,NA,NA,NA
CAG,2014-05-25,118382e5,NA,-0.12109760715107687,NA
CAG,2015-05-31,11937e6,NA,0.008345863391393982,NA
CAG,2016-05-29,116429e5,NA,-0.024637681159420333,NA
CAH,2013-06-30,101093e6,NA,NA,NA
CAH,2014-06-30,91084e6,68.559998,-0.09900784426221398,NA
CAH,2015-06-30,102531e6,83.650002,0.12567520091344253,0.2200992479608883
CAH,2016-06-30,121546e6,78.010002,0.18545610595819806,-0.06742378798747672
CAT,2013-12-31,55656e6,90.809998,NA,NA
CAT,2014-12-31,55184e6,91.529999,-0.008480666954146954,0.007928653406643837
CAT,2015-12-31,47011e6,67.959999,-0.14810452305015942,-0.2575112013275561
CAT,2016-12-31,38537e6,NA,-0.18025568483971832,NA
CB,2012-12-31,17936e6,79.800003,NA,NA
CB,2013-12-31,19261e6,103.529999,0.0738737734165924,0.29736835974805653
CB,2014-12-31,19171e6,114.879997,-0.004672654586989289,0.10963004066096826
CB,2015-12-31,18987e6,116.849998,-0.009597830055813494,0.01714833784335834
CBG,2012-12-31,6514099e3,19.9,NA,NA
CBG,2013-12-31,7184794e3,26.299999,0.10296051687270946,0.3216079899497488
CBG,2014-12-31,9049918e3,34.25,0.2595932465147923,0.3022814183376965
CBG,2015-12-31,1085581e4,34.580002,0.19954788540625445,0.009635094890511064
CCI,2012-12-31,243268e4,72.160004,NA,NA
CCI,2013-12-31,2865751e3,73.43,0.1780221812979923,0.017599721862543216
CCI,2014-12-31,3538756e3,78.699997,0.23484419965307524,0.0717689908756638
CCI,2015-12-31,3663851e3,86.449997,0.03534999304840447,0.09847522611722592
CCL,2013-11-30,15456e6,NA,NA,NA
CCL,2014-11-30,15884e6,NA,0.027691511387163636,NA
CCL,2015-11-30,15714e6,50.529999,-0.010702593805086869,NA
CCL,2016-11-30,16389e6,51.41,0.04295532646048117,0.017415416928862504
CELG,2013-12-31,64939e5,84.4850005,NA,NA
CELG,2014-12-31,76704e5,111.860001,0.18117002109672153,0.32402201974301925
CELG,2015-12-31,9256e6,119.760002,0.20671672924488949,0.07062400258694801
CELG,2016-12-31,112292e5,NA,0.2131806395851339,NA
CERN,2013-12-28,2910748e3,NA,NA,NA
CERN,2015-01-03,3402703e3,NA,0.1690132570734395,NA
CERN,2016-01-02,4425267e3,NA,0.30051520805665377,NA
CERN,2016-12-31,4796473e3,NA,0.083883300148895,NA
CF,2012-12-31,6104e6,40.632,NA,NA
CF,2013-12-31,54747e5,46.6080018,-0.10309633027522935,0.1470762404016539
CF,2014-12-31,47432e5,54.5079994,-0.13361462728551332,0.1694987404501862
CF,2015-12-31,43083e5,40.810001,-0.09168915500084329,-0.25130253450468776
CFG,2012-12-31,5513e6,NA,NA,NA
CFG,2013-12-31,5133e6,NA,-0.06892798839107561,NA
CFG,2014-12-31,5342e6,NA,0.040716929670757906,NA
CFG,2015-12-31,5276e6,26.190001,-0.012354923249719207,NA
CHD,2012-12-31,29219e5,26.785,NA,NA
CHD,2013-12-31,31943e5,33.1399995,0.09322700982237575,0.23725964159044244
CHD,2014-12-31,32976e5,39.404999,0.03233885358294453,0.18904645728796687
CHD,2015-12-31,33948e5,42.4399985,0.029475982532751077,0.0770206719203319
CHK,2012-12-31,12316e6,15.7237464522,NA,NA
CHK,2013-12-31,1908e7,25.6764437086,0.5492042871062033,0.6329723826733076
CHK,2014-12-31,23125e6,19.57,0.21200209643605872,-0.23782279890087443
CHK,2015-12-31,12764e6,4.5,-0.4480432432432433,-0.770056208482371
CHRW,2012-12-31,11359113e3,63.220001,NA,NA
CHRW,2013-12-31,12752076e3,58.349998,0.1226295574311127,-0.07703263085997114
CHRW,2014-12-31,13470067e3,74.889999,0.05630385201593846,0.2834618948915817
CHRW,2015-12-31,13476084e3,62.02,4.466941404226432e-4,-0.17185203861466203
CHTR,2013-12-31,8155e6,136.759995,NA,NA
CHTR,2014-12-31,9108e6,166.619995,0.11686082158185163,0.21833870350755702
CHTR,2015-12-31,9754e6,183.100006,0.07092665788317953,0.09890776314091254
CHTR,2016-12-31,29003e6,NA,1.973446791060078,NA
CI,2012-12-31,29119e6,53.459999,NA,NA
CI,2013-12-31,3238e7,87.480003,0.11198873587691893,0.6363637230894821
CI,2014-12-31,34914e6,102.910004,0.07825818406423712,0.1763831786791321
CI,2015-12-31,37876e6,146.330002,0.08483702812625316,0.4219220319921473
CINF,2012-12-31,4111e6,39.16,NA,NA
CINF,2013-12-31,4531e6,52.369999,0.10216492337630756,0.33733398876404497
CINF,2014-12-31,4945e6,51.830002,0.09137055837563457,-0.010311189809264598
CINF,2015-12-31,5142e6,59.169998,0.039838220424671444,0.14161674159302562
CL,2012-12-31,17085e6,52.2700005,NA,NA
CL,2013-12-31,1742e7,65.209999,0.019607843137254832,0.2475607112343532
CL,2014-12-31,17277e6,69.190002,-0.008208955223880543,0.06103363074733381
CL,2015-12-31,16034e6,66.620003,-0.07194536088441283,-0.03714408044098638
CLX,2013-06-30,5533e6,NA,NA,NA
CLX,2014-06-30,5514e6,91.400002,-0.0034339418037231395,NA
CLX,2015-06-30,5655e6,104.019997,0.025571273122959814,0.1380743405235374
CLX,2016-06-30,5761e6,138.389999,0.018744473916887605,0.3304172562127643
CMA,2013-12-31,2666e6,47.540001,NA,NA
CMA,2014-12-31,2607e6,46.84,-0.02213053263315834,-0.014724463299863877
CMA,2015-12-31,2819e6,41.830002,0.08131952435749912,-0.10695982066609744
CMA,2016-12-31,296e7,NA,0.050017736786094336,NA
CME,2012-12-31,27824e5,50.669998,NA,NA
CME,2013-12-31,27849e5,78.459999,8.985048878666912e-4,0.5484508012019262
CME,2014-12-31,29931e5,88.650002,0.07476031455348497,0.12987513548145735
CME,2015-12-31,32094e5,90.599998,0.07226621228826291,0.021996570287725392
CMG,2013-12-31,3214591e3,532.780029,NA,NA
CMG,2014-12-31,4108269e3,684.51001,0.2780067510921296,0.2847891676510268
CMG,2015-12-31,4501223e3,479.850006,0.09564953025227907,-0.2989875984428627
CMG,2016-12-31,3904384e3,NA,-0.13259485255451686,NA
CMI,2013-12-31,17301e6,140.970001,NA,NA
CMI,2014-12-31,19221e6,144.169998,0.1109762441477371,0.02269984377740042
CMI,2015-12-31,1911e7,88.010002,-0.00577493366630244,-0.38954010389873206
CMI,2016-12-31,17509e6,NA,-0.08377812663526951,NA
CMS,2013-12-31,6566e6,26.77,NA,NA
CMS,2014-12-31,7179e6,34.75,0.0933597319524826,0.2980948823309675
CMS,2015-12-31,6456e6,36.080002,-0.10071040534893438,0.03827343884892098
CMS,2016-12-31,6399e6,NA,-0.008828996282527868,NA
CNC,2012-12-31,811e7,20.5,NA,NA
CNC,2013-12-31,10863e6,29.4750005,0.33945745992601717,0.4378049024390245
CNC,2014-12-31,1656e7,51.924999,0.524440762220381,0.7616623619734968
CNC,2015-12-31,2276e7,65.809998,0.3743961352657006,0.2674048968205083
CNP,2012-12-31,7452e6,19.25,NA,NA
CNP,2013-12-31,8106e6,23.18,0.0877616747181964,0.2041558441558442
CNP,2014-12-31,9226e6,23.43,0.13816925734024177,0.010785159620362306
CNP,2015-12-31,7386e6,18.360001,-0.19943637546065462,-0.2163892018779342
COF,2012-12-31,23771e6,57.93,NA,NA
COF,2013-12-31,24176e6,76.610001,0.017037566783054903,0.3224581563956499
COF,2014-12-31,23869e6,82.550003,-0.012698544010589008,0.07753559486313022
COF,2015-12-31,25038e6,72.18,0.048975658804306876,-0.12562086763340274
COG,2012-12-31,1204546e3,24.870001,NA,NA
COG,2013-12-31,1746278e3,38.759998,0.44973956992925146,0.5585040788699609
COG,2014-12-31,2173011e3,29.610001,0.24436716261671965,-0.23606804623674138
COG,2015-12-31,135715e4,17.690001,-0.3754518499906351,-0.40256668684340813
COL,2013-09-30,4474e6,67.860001,NA,NA
COL,2014-09-30,4979e6,78.5,0.1128743853375056,0.15679338112594499
COL,2015-09-30,5244e6,81.839996,0.05322353886322562,0.04254771974522287
COL,2016-09-30,5259e6,84.339996,0.0028604118993134087,0.030547411072698427
COO,2013-10-31,1587725e3,129.210007,NA,NA
COO,2014-10-31,1717776e3,163.899994,0.08191028043269455,0.2684775568505309
COO,2015-10-31,179706e4,NA,0.04615502836225449,NA
COO,2016-10-31,1966814e3,176.039993,0.09446206581861483,NA
COST,2013-09-01,105156e6,NA,NA,NA
COST,2014-08-31,11264e7,NA,0.07117045151964696,NA
COST,2015-08-30,116199e6,NA,0.03159623579545445,NA
COST,2016-08-28,118719e6,NA,0.02168693362249252,NA
COTY,2003-06-30,1577e3,NA,NA,NA
COTY,2004-06-30,1514e3,NA,-0.03994927076727961,NA
COTY,2006-02-28,79562e3,NA,51.55085865257596,NA
COTY,2007-02-28,99642e3,NA,0.252381790301903,NA
CPB,2013-07-28,8052e6,NA,NA,NA
CPB,2014-08-03,8268e6,NA,0.02682563338301036,NA
CPB,2015-08-02,8082e6,NA,-0.022496371552975347,NA
CPB,2016-07-31,7961e6,NA,-0.014971541697599622,NA
CRM,2013-01-31,3050195e3,43.03250125,NA,NA
CRM,2014-01-31,4071003e3,60.529999,0.33466975062250115,0.4066112180732231
CRM,2015-01-31,5373586e3,NA,0.31996611154548393,NA
CRM,2016-01-31,6667216e3,NA,0.24073867990574627,NA
CSCO,2013-07-27,48607e6,NA,NA,NA
CSCO,2014-07-26,47142e6,NA,-0.030139691813936276,NA
CSCO,2015-07-25,49161e6,NA,0.04282805141911661,NA
CSCO,2016-07-30,49247e6,NA,0.001749354162852601,NA
CSRA,2015-04-03,4069746e3,NA,NA,NA
CSRA,2016-04-01,4250447e3,27.27,0.04440105107296621,NA
CSX,2013-12-31,12026e6,28.77,NA,NA
CSX,2014-12-26,12669e6,36.68,0.05346748711125904,0.2749391727493917
CSX,2015-12-25,11811e6,NA,-0.067724366564054,NA
CSX,2016-12-30,11069e6,35.93,-0.0628227923122513,NA
CTAS,2013-05-31,4245964e3,45.650002,NA,NA
CTAS,2014-05-31,4193844e3,NA,-0.012275186506527147,NA
